Hotel_Name,Hotel_Location,Room_Price,Hotel_Rating,Hotel_Review,Hotel_Visual
President Hotel,"56-60 Guilford Street, Bloomsbury, London, United Kingdom, WC1N 1DB",155,8.1,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/471275889.jpg?k=52c1ffa8647fcaad1689938f0226c99f1a3446d1c33b94ec3388a7127627047f&o=
St Giles London – A St Giles Hotel,"Bedford Avenue, Bloomsbury, London, United Kingdom, WC1B 3GH",159,7.7,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/484023019.jpg?k=715850cf5f2912685217882d21e3d585e44cb0640ef8f3c98dec0f89795c4a15&o=
Travelodge Gatwick Airport Central,"Povey Cross Road Gatwick, Gatwick Airport, London, United Kingdom, RH6 0BE",67,7.9,Good,https://pix8.agoda.net/hotelImages/375/3755662/3755662_18011907490061189443.jpg?ca=6&ce=1&s=1024x768
Generator London,"37 Tavistock Place, Russell Square, Kings Cross St. Pancras, London, United Kingdom, WC1H 9SE",89,7.6,Good,https://pix8.agoda.net/hotelImages/2863/-1/54fa0c90dfc2ecf65e73f74cd4369e12.jpg?ca=9&ce=1&s=1024x768
Millennium Gloucester Hotel London Kensington,"4-18 Harrington Gardens, Chelsea, London, United Kingdom, SW7 4LH",253,7.9,Good,https://pix8.agoda.net/hotelImages/26039053/-1/d5f276d8df608f110bdf3da0d2055cc5.jpg?ca=23&ce=0&s=1024x768
The Collective Canary Wharf,"20 Crossharbour Plaza, Canary Wharf, London, United Kingdom, E14 9YF",222,8.1,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/222562572.jpg?k=03512d71afeb35fa4615ae97827d9918586dc40426da3919fb23cae070047f59&o=
The Westbourne Hyde Park,"51 Gloucester Terrace, Hyde Park, London, United Kingdom, W2 3DQ",214,8.6,Good,https://pix8.agoda.net/hotelImages/127/1276137/1276137_16080516010045253723.jpg?ca=6&ce=1&s=1024x768
Yotel London Shoreditch,"309 - 317 Cambridge Heath Road Bethnal Green, Tower Hamlets, London, United Kingdom, E2 9LH",141,8.1,Good,https://pix8.agoda.net/hotelImages/9801029/-1/f3fad6f5950360512bbc580a83b5a0d7.jpg?ce=0&s=1024x768
Premier Inn Heathrow Airport Terminal 4,"Sheffield Road London Heathrow Airport, Heathrow, London, United Kingdom",94,8.6,Good,https://pix8.agoda.net/hotelImages/28809400/0/3e91f75e3688ac3a352c20e20d33227f.jpg?ca=24&ce=0&s=1024x768
Manor Hotel,"23 Nevern Place, Earls Court, London, United Kingdom, SW5 9NR",183,7.1,Good,https://pix8.agoda.net/hotelImages/152/152095/152095_15072419090032999592.jpg?ca=4&ce=1&s=1024x768
Angus Hotel,"31-32 Argyle square, Kings Cross St. Pancras, London, United Kingdom, WC1H 8AP",83,8.0,Good,https://pix8.agoda.net/hotelImages/462/462884/462884_13061701010013261882.jpg?ca=0&ce=1&s=1024x768
Shakespeare Hotel,"22-28 Norfolk Square, Hyde Park, London, United Kingdom, W2 1RS",97,7.5,Good,https://pix8.agoda.net/hotelImages/6631/-1/57b0a4fabeb5151ad6d3a80cfb47fa58.jpg?ce=0&s=1024x768
PubLove @ The Crown Battersea,"102 Lavender Hill, London,, Lambeth, London, United Kingdom, SW115RD",66,7.8,Good,https://pix8.agoda.net/hotelImages/567405/-1/0adeeb2b55ab166559db574303df06fd.jpg?ca=0&ce=1&s=1024x768
Norfolk Towers Paddington Hotel,"34 Norfolk Place, Hyde Park, London, United Kingdom",147,8.0,Good,https://pix8.agoda.net/hotelImages/4868487/0/3260771d1afc89dfe0266d4f6e4d8062.jpg?ca=23&ce=0&s=1024x768
Axiom Park Hotel,"140 Battersea Park Road, Lambeth, London, United Kingdom, SW11 4NB",86,7.4,Good,https://pix8.agoda.net/hotelImages/230/23011347/23011347_21031920070095624017.jpg?ca=17&ce=1&s=1024x768
Berjaya Castleton Hotel,"164-166 Sussex Gardens, Hyde Park, London, United Kingdom, W2 1UD",99,7.0,Neutral,https://pix8.agoda.net/hotelImages/148/148899/148899_15061121040029333425.jpg?ca=4&ce=1&s=1024x768
Pelican London Hotel and Residence,"203,Blackshaw Road,Tooting, Wandsworth, London, United Kingdom, SW17 0BZ",73,8.1,Good,https://pix8.agoda.net/hotelImages/695/695785/695785_15052816440027947881.jpg?ca=4&ce=1&s=1024x768
KIP Hotel,"KIP, Aspland Grove, Hackney, London, Shoreditch, London, United Kingdom, E8 1JW",148,8.1,Good,https://pix8.agoda.net/hotelImages/116/1161534/1161534_16021807430039960414.jpg?ca=6&ce=1&s=1024x768
The Pinewood Hotel,"Wexham Park Lane, Slough, London, United Kingdom, SL3 6AP",103,7.9,Good,https://pix8.agoda.net/hotelImages/5444078/0/49cf4571b9a86b770fabbfb71cb57d53.jpg?ca=23&ce=0&s=1024x768
Euston Square Hotel,"152-156 North Gower Street, Bloomsbury, London, United Kingdom, NW1 2LU",270,8.0,Good,https://pix8.agoda.net/hotelImages/77103/-1/99296d70f4f535d48552929ca64c836c.jpg?ca=9&ce=1&s=1024x768
Pestana Chelsea Bridge Hotel & SPA,"354 Queenstown Road, Chelsea, London, United Kingdom, SW11 8AE",223,8.4,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/447830844.jpg?k=3ea7ff035b5ac1cb4a2088706ce5759acd1c39db023083b452aaff6b1025b311&o=
Phoenix Hotel,"1-8 Kensington Garden Square, Hyde Park, London, United Kingdom, W2 4BH",189,8.5,Good,https://pix8.agoda.net/hotelImages/48186/-1/dd614e4e0ec946fd9d9aaf9802d788ad.jpg?ca=8&ce=1&s=1024x768
The Tower Hotel London,"St Katharine's Way, Tower Hamlets, London, United Kingdom, E1W 1LD",232,8.4,Good,https://pix8.agoda.net/hotelImages/4879607/0/94968e652180bc47ec480a06389680eb.jpg?ca=19&ce=1&s=1024x768
Grand Royale London Hyde Park,"1 Inverness Terrace, Hyde Park, London, United Kingdom, W2 3JP",124,7.6,Good,https://pix8.agoda.net/hotelImages/2310631/0/fa9ec0c8c4d27e5367942aec04bb009c.jpg?ca=9&ce=1&s=1024x768
Holiday Inn London - Kensington,"Wrights Lane, Chelsea, London, United Kingdom, W8 5SP",162,7.9,Good,https://pix8.agoda.net/hotelImages/6987107/0/d3bcc5fb5f5f05de0ed781b627d2695a.jpg?ca=20&ce=0&s=1024x768
Kings Cross Inn Hotel,"9-11 Euston Road, Kings Cross St. Pancras, London, United Kingdom, NW1 2SA",172,7.2,Good,https://pix8.agoda.net/hotelImages/127442/-1/ef9510f11237c90c387a28870facb003.jpg?ca=6&ce=1&s=1024x768
Tower Suites by Blue Orchid,"100 Minories, London, The City, London, United Kingdom, EC3N 1JY",317,8.8,Good,https://pix8.agoda.net/hotelImages/28535792/0/55d868e7e7b56bec5a8547c6e30a9c4f.jpg?ce=0&s=1024x768
Grange Clarendon,"34-37 Bedford Place, Bloomsbury, London, United Kingdom, WC1B 5JR",188,7.8,Good,https://pix8.agoda.net/hotelImages/511/51157/51157_17011118300050262229.jpg?ca=6&ce=1&s=1024x768
Park Grand Paddington Court,"27 Devonshire Terrace, Hyde Park, London, United Kingdom",129,7.6,Good,https://pix8.agoda.net/hotelImages/2296887/0/d02c497d7a51b7e571db475db1109b35.jpg?ce=0&s=1024x768
Leonardo Hotel London Heathrow Airport,"Sipson Way /Bath Road, Heathrow, London, United Kingdom, UB7 0DP",114,8.4,Good,https://pix8.agoda.net/hotelImages/5446390/0/40a73236722345d831f382b510b239ea.jpeg?ce=0&s=1024x768
PubLove @ The Green Man Paddington,"308 Edgware Road, Westminster, London,, Marylebone, London, United Kingdom, W21DY",59,7.3,Good,https://pix8.agoda.net/hotelImages/567/567336/567336_14122220160024119966.jpg?ca=3&ce=1&s=1024x768
The Corner London City,"42 Adler Streetnull, Tower Hamlets, London, United Kingdom, E1 1EE",143,8.3,Good,https://pix8.agoda.net/hotelImages/30579084/0/68ad08e4455c12d39158a45211497eb0.jpg?ca=26&ce=0&s=1024x768
Eurotraveller Hotel - Premier - Tower Bridge,"194 - 202, Old Kent Road, Waterloo and Southwark, London, United Kingdom, SE1 5TY",256,7.9,Good,https://pix8.agoda.net/hotelImages/6755497/-1/adf44e618220de4867b8ec9051bc7bd2.jpg?ca=9&ce=1&s=1024x768
Berjaya Eden Park London Hotel,"35-39 Inverness Terrace, Bayswater, Hyde Park, London, United Kingdom, W2 3JS",125,7.1,Good,https://pix8.agoda.net/hotelImages/12191456/0/b11c3bea1c856096159731ecce1e88aa.jpeg?ce=0&s=1024x768
Prince William Hotel,"42-44 Gloucester Terace ,London, Hyde Park, London, United Kingdom, W2 3DA",90,7.6,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/133247901.jpg?k=0b912f94d5415ca6e80f371c824477c1fb743c6556d83b68f6b18ea524ddd18e&o=
Ibis London Earls Court Hotel,"47 Lillie Road, Earl's Court, West Kensington, London, United Kingdom, SW6 1UD",134,7.9,Good,https://pix8.agoda.net/hotelImages/7690/-1/43817c76d232832f579284eccd7b4fb9.jpg?ca=6&ce=1&s=1024x768
Heeton Concept Hotel - Luma Hammersmith,"28 - 36 Glenthorne Road, Hammersmith, Hammersmith, London, United Kingdom, W6 0LS",127,8.4,Good,https://pix8.agoda.net/hotelImages/1622311/-1/776ce4be7bee46554c280120a9ece1bd.jpg?ca=7&ce=1&s=1024x768
Royal Eagle Hotel,"26-30 Craven Road, Hyde Park, London, United Kingdom, W2 3QB",143,7.1,Good,https://pix8.agoda.net/hotelImages/42279489/-1/9f704c06a7e96c8137484b66b3a28df4.jpg?ce=0&s=1024x768
Travelodge London Central City Road,"1-23 City Road, The City, London, United Kingdom, EC1Y 1AE",105,7.7,Good,https://pix8.agoda.net/hotelImages/375/3755449/3755449_18011907020061188251.jpg?ca=6&ce=1&s=1024x768
Millennium Hotel London Knightsbridge,"17 - 25 Sloane Street, Hyde Park, London, United Kingdom, SW1X 9NU",305,7.7,Good,https://pix8.agoda.net/hotelImages/5076359/0/5c91f8a9224fc7ca4dd3b31dbed2eeff.jpg?ca=23&ce=0&s=1024x768
Tavistock Hotel,"48-55 TAVISTOCK SQUARE, Kings Cross St. Pancras, London, United Kingdom, WC1H 9EU",177,8.2,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/471550887.jpg?k=cd8b6f6cf1ae0456b1975be09ed1ccc0e351fd25df5b74b6ecf1765dbbe39908&o=
DoubleTree by Hilton Hotel London - Tower of London,"7 Pepys Street, The City, London, United Kingdom, EC3N 4AF",358,8.4,Good,https://pix8.agoda.net/hotelImages/2289282/0/2e4c33ec08a2c17065c5471efe3c5804.jpg?ce=0&s=1024x768
Dorsett Shepherds Bush Hotel,"58 Shepherds Bush Green, Hammersmith, London, United Kingdom, W12 8QE",200,8.3,Good,https://pix8.agoda.net/hotelImages/567284/-1/146f1fa616e7c5bb159c9c2b641764e9.jpg?ca=29&ce=0&s=1024x768
"St. James' Court, A Taj Hotel, London","41-54 Buckingham Gate, Westminster, London, United Kingdom, SW1E 6AF",259,8.8,Good,https://pix8.agoda.net/hotelImages/4890538/0/4b896e8da8bf577d18b9863e8be99481.jpg?ca=23&ce=0&s=1024x768
Ramada by Wyndham London North M1,"Between Jct 2-4, Edgware, London, United Kingdom, NW7 3HU",54,6.9,Neutral,https://pix8.agoda.net/hotelImages/145/145288/145288_16071216310044618359.jpg?ca=6&ce=1&s=1024x768
The W14 Hotel,"16-22 Gunterstone Road, West Kensington, West Kensington, London, United Kingdom, W14 9BU",81,7.9,Good,https://pix8.agoda.net/hotelImages/280/280302/280302_15051216030027426750.jpg?ca=4&ce=1&s=1024x768
ibis budget London Heathrow Central,"700 Bath Road, Cranford, Hounslow, Heathrow, London, United Kingdom, TW5 9TW",98,7.7,Good,https://pix8.agoda.net/hotelImages/32612445/0/a0b05a4116634d6bf785d2bcc94c02fa.jpg?ce=0&s=1024x768
ibis budget London Hounslow,"20-28 Staines Road, Heathrow, London, United Kingdom, TW3 3JS",67,7.4,Good,https://pix8.agoda.net/hotelImages/21636061/0/93f22ccd7dc8a072ae63d0288774d8fe.jpg?ca=16&ce=1&s=1024x768
Wellington Hotel by Blue Orchid,"71 Vincent Square, Westminster, London, United Kingdom, SW1P 2PA",187,8.5,Good,https://pix8.agoda.net/hotelImages/285/285819/285819_16082222030045699629.jpg?ca=6&ce=1&s=1024x768
Novotel London West Hotel,"1 Shortlands Hammersmith International Centre, Hammersmith, London, United Kingdom, W6 8DR",152,8.0,Good,https://pix8.agoda.net/hotelImages/21632268/0/c9751e5b47a413452365a8b92c16c9f7.jpg?ca=16&ce=1&s=1024x768
Kabannas London St Pancras,"79-81 Euston Road, Kings Cross St. Pancras, London, United Kingdom, NW1 2QE",70,8.6,Good,https://pix8.agoda.net/hotelImages/824037/-1/a38fe1da19759a8d8ce6f07be2cb4c75.jpg?ce=0&s=1024x768
Roseate House London,"3 Westbourne Terrace, Lancaster Gate, Hyde Park, Hyde Park, London, United Kingdom, W2 3UL",354,8.7,Good,https://pix8.agoda.net/hotelImages/64293/-1/6106558c74f1a822e844713d59f7c1f6.jpg?ca=0&ce=1&s=1024x768
Smart Hyde Park Inn Hostel,"48-50 Inverness Terrace, Hyde Park, London, United Kingdom, W2 3JA",39,7.6,Good,https://pix8.agoda.net/hotelImages/245343/-1/0b9c1c18da8fa6132fe6dec2bc5e74ba.jpg?ce=0&s=1024x768
Grange Beauchamp,"24 - 27 Bedford Place, Bloomsbury, London, United Kingdom, WC1B 5JH",245,8.2,Good,https://pix8.agoda.net/hotelImages/6769976/0/66ecbd1aca31401c3e5f671047f9d0f3.jpg?ca=9&ce=1&s=1024x768
Aerotel London Heathrow,"Aerotel London Heathrow Terminal 3 Arrivals Hall East Wing Building Heathrow Airport Hounslow, Heathrow, London, United Kingdom, TW6 1AA",253,8.2,Good,https://pix8.agoda.net/hotelImages/762/7623964/7623964_19061808310076160989.jpg?ca=9&ce=1&s=1024x768
Thistle London Heathrow Terminal 5,"Bath Road, Longford, West Drayton. For Sat Nav use UB7 0ET, Heathrow, London, United Kingdom, UB7 0EQ.",99,7.8,Good,https://pix8.agoda.net/hotelImages/48296/-1/8e41b74fbda179c1a086a59880837833.jpg?ca=9&ce=1&s=1024x768
Garden View Hotel,"29-31 Nevern Square, Earls Court, Earls Court, London, United Kingdom, SW5 9PE",146,7.4,Good,https://pix8.agoda.net/hotelImages/712/7121/7121_111207164950.jpg?ca=0&ce=1&s=1024x768
Grange Buckingham,"39-40 Bedford Place , Bloomsbury, London, United Kingdom, WC1B 5JT",233,8.4,Good,https://pix8.agoda.net/hotelImages/496/49671/49671_14033118360018918788.jpg?ca=2&ce=1&s=1024x768
ibis London Heathrow Airport,"112-114 Bath Rd, Heathrow, London, United Kingdom, ub3 5al",111,7.8,Good,https://pix8.agoda.net/hotelImages/21670379/0/b9c517a7a8010bcd582d56b834a8f4e4.jpg?ca=18&ce=1&s=1024x768
Chelsea Cloisters,"Sloane Avenue Chelsea, Chelsea, London, United Kingdom, SW3 3DW",163,7.6,Good,https://pix8.agoda.net/hotelImages/127/127438/127438_16080123550045108987.jpg?ca=6&ce=1&s=1024x768
Wedgewood Hotel,"49-51 Leinster Square, Hyde Park, London, United Kingdom, W2 4PU",58,6.6,Neutral,https://pix8.agoda.net/hotelImages/362/3627/3627_120724115456211.jpg?ca=0&ce=1&s=1024x768
Best Western London Highbury Hotel,"374 Seven Sisters Rd, Finsbury Park, London, United Kingdom, Kings Cross St. Pancras, London, United Kingdom, N4 2PG",123,8.2,Good,https://pix8.agoda.net/hotelImages/2292694/0/ac8a794211eccc7265b39360aeb84957.jpg?ca=9&ce=1&s=1024x768
London Star Hotel,"51-53 Steyne Road, Acton, Ealing, London, United Kingdom, W3 9NU",64,6.8,Neutral,https://pix8.agoda.net/hotelImages/13830154/-1/db10aabc2e4235fac0db97136dcd2e6e.jpg?ca=14&ce=1&s=1024x768
Crestfield Hotel,"3-4 Crestfield Street, Kings Cross St. Pancras, London, United Kingdom, WC1H 8AT",131,8.1,Good,https://pix8.agoda.net/hotelImages/45038/-1/3f5c71d45e79821dcd6278e5025ee7a7.jpg?ce=0&s=1024x768
Bedford Hotel,"83-95 Southampton Row, Bloomsbury, London, United Kingdom, WC1B 4HD",206,8.4,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/471559797.jpg?k=063d8851f8cc2221a5b6a8dbef95f191f10d2b8d2751a20c00abda44a8b6f996&o=
PubLove @ The White Ferry Victoria,"1A Sutherland Street, Westminster, London, United Kingdom, SW1 V4LD",74,7.8,Good,https://pix8.agoda.net/hotelImages/567333/-1/5d4f626573114950e7ae455de3726877.jpg?ca=8&ce=1&s=1024x768
Sheriff Hotel,"117 Warwick Way, Westminster, London, United Kingdom, SW1V 4HT",92,6.5,Neutral,https://pix8.agoda.net/hotelImages/167/167708/167708_15073114200033424207.jpg?ca=5&ce=1&s=1024x768
King Solomon Hotel,"155/159 Golders Green Rd, Greater London North, London, United Kingdom, NW11 9BX",100,6.4,Neutral,https://pix8.agoda.net/hotelImages/5673082/0/ab48dd668f5451f80df2eaacae3da94c.jpg?ce=0&s=1024x768
Alexandra Hotel,"159 - 161 Sussex Gardens, Hyde Park, London, United Kingdom, W2 2RY",75,7.5,Good,https://pix8.agoda.net/hotelImages/424/42468/42468_14110416450023178292.jpg?ca=3&ce=1&s=1024x768
Lords Hotel,"20-22 Leinster Square, Hyde Park, London, United Kingdom, W2 4PR",149,7.3,Good,https://pix8.agoda.net/hotelImages/42956/-1/4b34ba402c2be44005c3f4aaac875e64.jpg?ca=19&ce=1&s=1024x768
Sofitel London Heathrow Hotel,"Terminal 5, Heathrow, London, United Kingdom, TW6 2GD",343,8.7,Good,https://pix8.agoda.net/hotelImages/4892643/0/01b383c21295b731c62dc865903d0350.jpg?ca=27&ce=0&s=1024x768
The Chelsea Harbour Hotel,"Chelsea Harbour, Chelsea, London, United Kingdom, SW10 0XG",568,8.2,Good,https://pix8.agoda.net/hotelImages/13836249/-1/395417289f4bc45e8f97568066bb1be5.jpg?ca=23&ce=0&s=1024x768
Queens Park Hotel,"48 Queensborough Terrace, Bayswater, Hyde Park, London, United Kingdom, W2 3SS",115,6.6,Neutral,https://pix8.agoda.net/hotelImages/711/711/711_15062914120031159128.png?ca=4&ce=1&s=1024x768
Smart Hyde Park View Hostel,"16 Leinster Terrace, Hyde Park, London, United Kingdom, W2 3EU",95,7.7,Good,https://pix8.agoda.net/hotelImages/245342/-1/84ae7df943a144b4059f084961da4114.jpg?ce=0&s=1024x768
Mama Shelter London,"437 HACKNEY ROAD, Tower Hamlets, London, United Kingdom, E2 8PP",159,8.8,Good,https://pix8.agoda.net/hotelImages/6987601/0/64c0aabf738b16dba1300a7e947c520f.jpg?ca=23&ce=0&s=1024x768
Lensbury Resort,"Broom Road, Twickenham, London, United Kingdom, TW11 9NU",202,8.1,Good,https://pix8.agoda.net/hotelImages/299/299510/299510_120301192221.jpg?ca=0&ce=1&s=1024x768
Prince Regent Hotel Excel London,"361-363 Prince Regent Lane, Newham, Canary Wharf, London, United Kingdom, E16 3JP",115,8.1,Good,https://pix8.agoda.net/hotelImages/4863282/0/30d214772c4dec2552976c5f730536a2.jpg?ca=23&ce=0&s=1024x768
St Paul Hotel,"153 Hammersmith Road, Hammersmith, London, United Kingdom, W14 0QL",163,8.8,Good,https://pix8.agoda.net/hotelImages/615/615570/615570_14122619120024184030.jpg?ca=3&ce=1&s=1024x768
Apex Temple Court Hotel,"1-2 Serjeant's Inn, Fleet Street, The City, London, United Kingdom, EC4Y 1AG",467,9.0,Good,https://pix8.agoda.net/hotelImages/303/303998/303998_16061717190043738409.jpg?ca=6&ce=1&s=1024x768
Luxlogic ,"124 Prince of Wales Drive, Lambeth, London, United Kingdom, SW8 4BJ",136,7.8,Good,https://pix8.agoda.net/hotelImages/236748/-1/6b51d3ae721c008b117b8adcdf0c66f2.jpg?ca=9&ce=1&s=1024x768
Park Avenue Bayswater Inn Hyde Park,"8-16 Princess Square, Hyde Park, London, United Kingdom, W2 4NT",134,7.3,Good,https://pix8.agoda.net/hotelImages/110/11019/11019_15072221070032827783.jpg?ca=4&ce=1&s=1024x768
Park Grand London Hyde Park,"78 - 82 Westbourne Terrace, Hyde Park, London, United Kingdom, W2 6QA",212,7.5,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/68225022.jpg?k=883b6925113f2b5fb7a515df4ba7b69811cce793496f24d3057e2147bf1743b5&o=
Novotel London Brentford Hotel,"Great West Road, Twickenham, London, United Kingdom, TW80GP",148,8.6,Good,https://pix8.agoda.net/hotelImages/652/652134/652134_14101619160022784656.jpg?ca=3&ce=1&s=1024x768
Premier Inn London Gatwick Airport - A23 Airport Way,"Longbridge Way, Gatwick Airport, Gatwick Airport, London, United Kingdom, RH6 0NX",116,8.3,Good,https://pix8.agoda.net/hotelImages/29188500/0/3a277618a4c45d9c6b4ba310ba470dce.jpg?ce=0&s=1024x768
The Londoner,"38 Leicester Square, West End Soho, London, United Kingdom, WC2H 7DX",1361,9.1,Excellent,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/325665546.jpg?k=d836e74ba027c20b37d8ec63996ed1f3834b1909aef2f3489f3696b82108161e&o=
The Marylebone Hotel,"47 Welbeck Street, Marylebone, London, United Kingdom, W1G 8DN",857,8.7,Good,https://pix8.agoda.net/hotelImages/5081898/0/178f20f02bbbb11b442c46c0bb47a9d7.jpg?ca=22&ce=0&s=1024x768
Melia White House Hotel,"Albany Street, Camden, London, United Kingdom, NW1 3UP",294,8.3,Good,https://pix8.agoda.net/hotelImages/64009/-1/deb89be75e57d32f3212469218d06c5c.jpg?ca=16&ce=1&s=1024x768
Blakemore Hyde Park Hotel,"30 Leinster Gardens, Hyde Park, London, United Kingdom, W2 3AN",177,8.4,Good,https://pix8.agoda.net/hotelImages/4876892/0/9c2969f85bed0a5adcecaade67c1384c.jpg?ca=23&ce=0&s=1024x768
Hyde Park Boutique Hotel,"47-48 Leinster Gardens,, Hyde Park, London, United Kingdom, W2 3AT",129,7.8,Good,https://pix8.agoda.net/hotelImages/38709818/0/9e77e07be30d6fd34cc642373c86660b.jpg?ce=0&s=1024x768
B+B Belgravia,"64-66 Ebury Street, Westminster, London, United Kingdom, SW1W 9QD",209,8.1,Good,https://pix8.agoda.net/hotelImages/406/406916/406916_16080914220045331569.jpg?ca=6&ce=1&s=1024x768
City Sleeper at Royal National Hotel,"38-51 Bedford Way, Bloomsbury, London, United Kingdom, WC1H 0DG",220,8.4,Good,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/400106877.jpg?k=a27f668024caf064559e07587ce9d5dc8f2f9db515f0df9c7ceed1ab3d89b189&o=
Mercure London Paddington Hotel,"144 Praed Street, Hyde Park, London, United Kingdom, W2 1HU",180,7.6,Good,https://pix8.agoda.net/hotelImages/21632296/294984942/236b3f41d3ba2d746c2128bcde901e24.jpg?ca=19&ce=1&s=1024x768
The Crown Hotel,"152 Cricklewood Broadway, Camden, London, United Kingdom, NW2 3ED",122,7.7,Good,https://pix8.agoda.net/hotelImages/65487/-1/6a14f1c019a00497ad829167ff97a01b.jpg?ce=0&s=1024x768
PubLove @ The Steam Engine Waterloo,"42 Cosser Street, Lambeth, London, United Kingdom, SE1 7BU",115,8.1,Good,https://pix8.agoda.net/hotelImages/567332/-1/7f1ce9e48e270fbef73eaaa9a521e0a2.jpg?ca=9&ce=1&s=1024x768
NYX Hotel London Holborn by Leonardo Hotels,"Southampton Row,, Bloomsbury, London, United Kingdom, WC1B 4AR",344,8.6,Good,https://pix8.agoda.net/hotelImages/8250430/0/4fcee3343e38653f097c6161e984b72e.jpg?ca=22&ce=0&s=1024x768
Bridge Park Hotel,"16 Hillside,, Wembley, London, United Kingdom, NW10 8BN",94,6.7,Neutral,https://pix8.agoda.net/hotelImages/127/127327/127327_15073103170033381903.jpg?ca=5&ce=1&s=1024x768
Holland Inn Hotel,"59 Holland Road, Hammersmith, London, United Kingdom, W14 8HL",65,6.0,Neutral,https://pix8.agoda.net/hotelImages/127/127380/127380_15072519530033025980.jpg?ca=5&ce=1&s=1024x768
Leonardo Royal Hotel London St Paul,"10 Godliman Street, The City, London, United Kingdom",309,8.7,Good,https://pix8.agoda.net/hotelImages/168893/-1/76532aa1b26c9339837a1a0c1bdff332.jpg?ca=16&ce=1&s=1024x768
St George's Hotel - Wembley,"43-51 Wembley Hill Road, Wembley, London, United Kingdom, HA9 8AU",100,7.9,Good,https://pix8.agoda.net/hotelImages/785533/0/55a9da03aa9723a25078207cc783361f.jpg?ca=0&ce=1&s=1024x768
The Clarendon Hotel,"8-16 Montpelier Row, Greenwich, London, United Kingdom, SE3 0RW",200,8.4,Good,https://pix8.agoda.net/hotelImages/127/127496/127496_0906082124001403645.jpg?ca=0&ce=1&s=1024x768
Holiday Inn Express London - Dartford,"University Way, Greater London East, London, United Kingdom, DA1 5PA",83,8.0,Good,https://pix8.agoda.net/hotelImages/5079478/0/8b29cbfffc69853f9f28baae6bbcc3f4.jpg?ca=26&ce=0&s=1024x768
Guilford House Hotel,"6 Guilford Street, Bloomsbury, London, United Kingdom, WC1N 1DR",127,6.0,Neutral,https://pix8.agoda.net/hotelImages/680/68070/68070_08091300010019289.jpg?ca=0&ce=1&s=1024x768
Eurotraveller Hotel Premier @ Harrow,"56-60 Northolt Road, South Harrow, Wembley, London, United Kingdom, HA2 0DW",123,8.5,Good,https://pix8.agoda.net/hotelImages/270/270818/270818_16120718130049515348.jpg?ca=6&ce=1&s=1024x768
The Royal Cambridge,"124-126 Sussex Gardens, Hyde Park, London, United Kingdom, W2 1UB",119,7.3,Good,https://pix8.agoda.net/hotelImages/482/48235/48235_14120218290023743223.jpg?ca=&ce=1&s=1024x768
Studios 2 Let Hotel,"36-37 Cartwright Gardens, Kings Cross St. Pancras, London, United Kingdom, WC1H 9EH",147,7.9,Good,https://pix8.agoda.net/hotelImages/225/225482/225482_15072716330033112510.jpg?ca=5&ce=1&s=1024x768
The Colonnade London Hotel,"2 Warrington Crescent, Marylebone, London, United Kingdom, W9 1ER",137,5.8,Neutral,https://pix8.agoda.net/hotelImages/426/42619/42619_16100416550047359557.jpg?ca=6&ce=1&s=1024x768
Wombat's The City Hostel London,"7 Dock Street, Tower Hamlets, London, United Kingdom, E18JN",91,8.4,Good,https://pix8.agoda.net/hotelImages/690/690091/690091_17050319220052774629.jpg?ca=6&ce=1&s=1024x768
The Clermont London Victoria,"101 Buckingham Palace Road, Westminster, London, United Kingdom, SW1W 0SJ",305,8.9,Good,https://pix8.agoda.net/hotelImages/127504/-1/25bc65a3cc1fb9d12f10689a8aafc17e.jpg?ca=20&ce=0&s=1024x768
Clink 261 Hostel,"261-265 Grays Inn Road, Kings Cross St. Pancras, London, United Kingdom, WC1X 8QT",45,8.1,Good,https://pix8.agoda.net/hotelImages/236/236234/236234_15070322470031664419.jpg?ca=4&ce=1&s=1024x768
Studios2Let - North Gower,"192 North Gower St, Bloomsbury, London, United Kingdom, NW1 2LY",125,7.7,Good,https://pix8.agoda.net/hotelImages/406/406997/406997_15072419070032999434.jpg?ca=4&ce=1&s=1024x768
The Z Hotel Piccadilly,"2 Orange Street, West End Soho, London, United Kingdom, WC2H 7DF",120,8.6,Good,https://pix8.agoda.net/hotelImages/625/625115/625115_16101316240047726808.jpg?ca=6&ce=1&s=1024x768
Ibis London City - Shoreditch,"5 Commercial Street, The City, London, United Kingdom, E1 6BF",195,8.1,Good,https://pix8.agoda.net/hotelImages/4874340/0/1c816abcfa6f8bfce5f69946b4df8940.jpg?ca=23&ce=0&s=1024x768
YHA London Central,"104 Bolsover Street, Bloomsbury, London, United Kingdom, W1W 5NU",76,8.5,Good,https://pix8.agoda.net/hotelImages/823/823966/823966_15112521160038030496.jpg?ca=6&ce=1&s=1024x768
